ホテル・旅館名,住所・エリア名,最低価格,レビュー評価,詳細リンク
京王プレッソイン新宿,京王プレッソイン新宿,"2名税込11,090円〜",JR新宿駅からだけでなく、都営大江戸線都庁前駅からも徒歩圏内。東京オペラシティ、国立競技場などビジネスと観光の両拠点に最適です。1階のローソンが目印。朝食は、イタリアン仕立てのお肉、スパイス香る特製カレーなど、和洋中アジア30種以上のフルビュッフェをご用意しております。,https://www.ikyu.com/00080159/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ五反田,ホテルマイステイズ五反田,"2名税込8,624円〜",JR山手線・都営浅草線「五反田駅」徒歩5分。JR「大崎駅」へも徒歩10分。品川・渋谷へは電車でわずか5分！コンビニや飲食店も近隣に豊富にあり、ビジネス・観光など、都心における活動拠点として最適です。もっと自由に、もっと快適に都会を賢く使いこなす、フレキシブルな滞在をご提案します。客室には、全室インターネット接続無料・電気ポットも全室完備しております。,https://www.ikyu.com/00080752/?discsort=1&lc=1&ppc=2&rc=1&st=1
ハートンホテル東品川,ハートンホテル東品川,"2名税込9,178円〜",評価なし,https://www.ikyu.com/00080558/?discsort=1&lc=1&ppc=2&rc=1&st=1
ベストウェスタンホテルフィーノ東京秋葉原,ベストウェスタンホテルフィーノ東京秋葉原,"2名税込14,450円〜",秋葉原駅、御徒町駅など4駅が徒歩圏内。首都圏内を巡る拠点に便利な好立地,https://www.ikyu.com/00081691/?discsort=1&lc=1&ppc=2&rc=1&st=1
東急ステイ渋谷 新南口,東急ステイ渋谷 新南口,"2名税込26,820円〜",評価なし,https://www.ikyu.com/00081498/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン 神田大手町,相鉄フレッサイン 神田大手町,"2名税込11,884円〜",評価なし,https://www.ikyu.com/00082121/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズプレミア大森,ホテルマイステイズプレミア大森,"2名税込8,820円〜",評価なし,https://www.ikyu.com/00080918/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈京急蒲田駅前〉,アパホテル〈京急蒲田駅前〉,"2名税込8,280円〜",評価なし,https://www.ikyu.com/00082270/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈神田駅東〉,アパホテル〈神田駅東〉,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00080799/?discsort=1&lc=1&ppc=2&rc=1&st=1
シタディーン新宿東京,シタディーン新宿東京,"2名税込22,548円〜",評価なし,https://www.ikyu.com/00081553/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈神田神保町駅東〉,アパホテル〈神田神保町駅東〉,"2名税込8,190円〜",評価なし,https://www.ikyu.com/00081015/?discsort=1&lc=1&ppc=2&rc=1&st=1
the b 水道橋,the b 水道橋,"2名税込9,800円〜",評価なし,https://www.ikyu.com/00081053/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ浅草橋,ホテルマイステイズ浅草橋,"2名税込8,036円〜",ビジネス・東京観光の拠点として絶好のロケーション「JR浅草橋駅」からすぐ。快適性を追求した客室が、くつろぎのホテルライフをお約束致します。,https://www.ikyu.com/00080279/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈日本橋 馬喰町駅前〉（全室禁煙）,アパホテル〈日本橋 馬喰町駅前〉（全室禁煙）,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00081585/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルルミエール葛西,ホテルルミエール葛西,"朝食付2名税込9,702円〜",評価なし,https://www.ikyu.com/00082349/?discsort=1&lc=1&ppc=2&rc=1&st=1
JR西日本グループ ヴィアイン品川大井町,JR西日本グループ ヴィアイン品川大井町,"2名税込6,840円〜",大井町駅より徒歩約2分。出張や観光の拠点におすすめな立地のホテル,https://www.ikyu.com/00081998/?discsort=1&lc=1&ppc=2&rc=1&st=1
西鉄イン新宿,西鉄イン新宿,"2名税込19,992円〜",評価なし,https://www.ikyu.com/00080229/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈綾瀬駅前〉,アパホテル〈綾瀬駅前〉,"2名税込7,200円〜",評価なし,https://www.ikyu.com/00081814/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルリソル町田,ホテルリソル町田,"2名税込8,272円〜",主要都市「新宿・横浜」まで快速・急行で30分の町田駅から至近。“和モダン”をデザインコンセプトとした落ち着いた雰囲気のロビーとアロマの香りがお出迎えします。全客室にWi-Fi、加湿空気清浄機、ベッドにはリソルオリジナルの低反発ポケットコイル式マットレスを組み込んだワイドな快眠ベッドを採用。1階レストラン「獅子丸町田総本店」では毎朝6時から和食を中心とした料理長自慢の朝ごはん、夜は自信作のもつ鍋をはじめ厳選した九州料理を九州の銘酒と共にお楽しみ下さい。ビジネス・観光の拠点として、くつろぎの空間をご提供いたします。,https://www.ikyu.com/00082307/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン上野御徒町,相鉄フレッサイン上野御徒町,"2名税込11,025円〜",東京メトロ東西線西葛西駅から徒歩1分。大手町・日本橋エリア迄電車で16分。舞浜・葛西臨海公園迄車で約25分。ビジネス・観光の拠点に最適です。ホテル周辺に飲食店やコンビニ、ドラッグストアが多数あり、出張や長期宿泊にも便利です。,https://www.ikyu.com/00081371/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈銀座 新富町駅前〉,アパホテル〈銀座 新富町駅前〉,"2名税込8,100円〜",東京メトロ有楽町線「新富町駅」3番出口左折徒歩1分。「築地駅」、「八丁堀駅」「宝町駅」「東銀座駅」と5駅が徒歩圏内と都内各所へアクセス良好！銀座・築地・有楽町徒歩圏内！ビジネスや観光の拠点におすすめ！安心で快適な空間をご提供できるようエレベーターセキュリティシステムを導入。 客室には40型液晶テレビを完備し、客室は全室快眠を追求したアパホテルオリジナルベッド「Cloud fit（クラウドフィット）」を導入。Wi-Fi接続無料、有線LAN高速インターネット接続無料（LANケーブル無料貸出）、便利な枕元コンセント完備。,https://www.ikyu.com/00080904/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草 雷門〉（全室禁煙）,アパホテル〈浅草 雷門〉（全室禁煙）,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00081384/?discsort=1&lc=1&ppc=2&rc=1&st=1
変なホテル東京　赤坂,変なホテル東京　赤坂,"2名税込8,214円〜",評価なし,https://www.ikyu.com/00082243/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈銀座京橋南〉,アパホテル〈銀座京橋南〉,"2名税込9,180円〜",評価なし,https://www.ikyu.com/00080914/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東京板橋駅前〉,アパホテル〈東京板橋駅前〉,"2名税込7,380円〜",評価なし,https://www.ikyu.com/00080882/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルサンルートプラザ新宿,ホテルサンルートプラザ新宿,"2名税込21,244円〜",評価なし,https://www.ikyu.com/00080261/?discsort=1&lc=1&ppc=2&rc=1&st=1
ONE＠Tokyo by insomnia,ONE＠Tokyo by insomnia,"2名税込13,680円〜",コンセプトは、インダストリアル&ナチュラル。世界中から旅人が集まる、東京の新しいストリートカルチャーの拠点をイメージしています。ONE＠Tokyo by insomniaは、新しい街並と、江戸から続く旧き良き趣とが交錯するスポットのONE&Onlyな発見と出会いをお手伝いします。,https://www.ikyu.com/00081403/?discsort=1&lc=1&ppc=2&rc=1&st=1
コンフォートホテル東京東日本橋,コンフォートホテル東京東日本橋,"朝食付2名税込10,388円〜",JR総武快速線「馬喰町」駅から地下道を進み4番出口より徒歩0分。東京駅からは2駅、都内各所へのアクセス至便でビジネスや観光の拠点として最適です。24時までご利用いただける無料のオープンスペース「ライブラリーカフェ」を併設。無料のドリンクを片手に仕事に集中したい時、本を読みながらリラックスしたい時、ぜひご利用ください。客室は全室禁煙、全室無料でインターネット接続可能。12歳以下のお子様の添い寝は無料。ご家族でもご利用いただけます。 　　朝食は無料サービスで多彩なメニューを取り揃えています。 シーンに合わせてお好きなものをお好きなだけお召し上がりください,https://www.ikyu.com/00080193/?discsort=1&lc=1&ppc=2&rc=1&st=1
センチュリオンホテル＆スパ　上野駅前,センチュリオンホテル＆スパ　上野駅前,"2名税込16,072円〜",評価なし,https://www.ikyu.com/00082372/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ浜松町,ホテルマイステイズ浜松町,"2名税込8,930円〜",ビジネス・東京観光の拠点として絶好のロケーション「浜松町」に立地し、快適性を追求した客室が、くつろぎのホテルライフをお約束します。,https://www.ikyu.com/00080277/?discsort=1&lc=1&ppc=2&rc=1&st=1
三交インGrande東京浜松町,三交インGrande東京浜松町,"2名税込9,912円〜",評価なし,https://www.ikyu.com/00081222/?discsort=1&lc=1&ppc=2&rc=1&st=1
ヴィラフォンテーヌ グランド 東京田町｜住友不動産,ヴィラフォンテーヌ グランド 東京田町｜住友不動産,"2名税込17,744円〜",評価なし,https://www.ikyu.com/00080639/?discsort=1&lc=1&ppc=2&rc=1&st=1
変なホテル東京　浅草橋,変なホテル東京　浅草橋,"2名税込10,134円〜",東京スカイツリーパートナーホテル！「変なホテル東京 浅草橋」では、最先端の人型ロボットがお客様をお出迎えします。ロボットによる非対面チェックイン。クリーニングマシン「LGスタイラー」設置の部屋もご用意。衣服の気になるニオイ・しわもさっとリフレッシュできます。浅草橋駅から徒歩3分、さらに羽田空港からもアクセスしやすい好立地。秋葉原・浅草エリアに近く、観光やビジネスの拠点として最適です。みなさまにあった滞在をお楽しみください。,https://www.ikyu.com/00082237/?discsort=1&lc=1&ppc=2&rc=1&st=1
ヴィラフォンテーヌ東京新宿｜住友不動産,ヴィラフォンテーヌ東京新宿｜住友不動産,"2名税込12,277円〜",評価なし,https://www.ikyu.com/00080635/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン東京九段下,京王プレッソイン東京九段下,"2名税込10,280円〜",評価なし,https://www.ikyu.com/00080164/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈TKP東京西葛西〉,アパホテル〈TKP東京西葛西〉,"2名税込7,742円〜",東京メトロ東西線西葛西駅から徒歩1分。大手町・日本橋エリア迄電車で16分。舞浜・葛西臨海公園迄車で約25分。ビジネス・観光の拠点に最適です。ホテル周辺に飲食店やコンビニ、ドラッグストアが多数あり、出張や長期宿泊にも便利です。,https://www.ikyu.com/00081503/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈人形町駅東〉（全室禁煙）,アパホテル〈人形町駅東〉（全室禁煙）,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00081972/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草 蔵前北〉,アパホテル〈浅草 蔵前北〉,"2名税込7,110円〜",評価なし,https://www.ikyu.com/00082486/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン東京錦糸町,相鉄フレッサイン東京錦糸町,"2名税込11,025円〜",評価なし,https://www.ikyu.com/00081373/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈六本木駅前〉,アパホテル〈六本木駅前〉,"2名税込7,560円〜",東京メトロ半蔵門線、都営地下鉄新宿線・三田線神保町駅A7出口より徒歩3分。JR総武線・中央御茶ノ水駅 御茶ノ水橋口より徒歩8分。都内主要ビジネスエリアはもちろん、東京ドーム、日本武道館など、レジャー、観光の拠点としてご利用いただけます。明治大学、日本大学など周辺大学へのアクセスも大変便利です。全室サータ社製のベッドを設置、全館Wi－Fi対応、高セキュリティのICカードキーを採用。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。なお、当ホテルはキャッシュレス決済限定です。クレジットカードまたはQRコード決済をご利用ください。現金でのお支払いはお受けできません。,https://www.ikyu.com/00081044/?discsort=1&lc=1&ppc=2&rc=1&st=1
